key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files
rayyan-208107033,Abiotic variables and phytoplankton effects on zooplanktonic community from a reservoir in northeast Brazil,2009,6,,IHERINGIA SERIE ZOOLOGIA,0073-4721,99,2,132-141,"Dantas, Enio W. and Almeida, Viviane L. dos S. and Barbosa, Jose E. de L. and Bittencourt-Oliveira, Maria do Carmo and Moura, Ariadne do N.",,Portuguese,"FUNDACAO ZOOBOTANICA  RIO GRANDE SUL, MUSEU CIENCIAS NATURAIS","CAIXA POSTAL 1188, PORTO ALEGRE, RS 00000, BRAZIL",,"",10.1590/S0073-47212009000200003,Dynamic; zooplanktonic community; reservoir; northeast Brazil,,,""
rayyan-208107034,"Seasonal Dynamics of Pelagic Mycoplanktonic Communities: Interplay of Taxon Abundance, Temporal Occurrence, and Biotic Interactions",2020,6,,FRONTIERS IN MICROBIOLOGY,,11,,,"Banos, Stefanos and Gysi, Deisy Morselli and Richter-Heitmann, Tim and Gloeckner, Frank Oliver and Boersma, Maarten and Wiltshire, Karen H. and Gerdts, Gunnar and Wichels, Antje and Reich, Marlis",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fmicb.2020.01305,phytoplankton; zooplankton; marine fungi; food web structure; microbial loop; pattern; mycoloop; ...,,,Banos et al 2020.pdf
rayyan-208107035,Cascading predation effects of Daphnia and copepods on microbial food web components,2003,12,,FRESHWATER BIOLOGY,0046-5070,48,12,2174-2193,"Zöllner, E and Santer, B and Boersma, M and Hoppe, HG and Jürgens, K",,English,WILEY-BLACKWELL,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1046/j.1365-2426.2003.01158.x,bacteria; mesozooplankton; protists; trophic cascade,,,""
rayyan-208107037,Effects of zooplankton diel vertical migration on a phytoplankton community: A scenario analysis of the underlying mechanisms,2009,5,,ECOLOGICAL MODELLING,0304-3800,220,9,1358-1368,"Petzoldt, Thomas and Rudolf, Lars and Rinke, Karsten and Benndorf, Juergen",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"Euopean Conference on Ecological Modelling, Trieste, ITALY, 2007",10.1016/j.ecolmodel.2009.02.006,Daphnia; DVM; Phytoplankton competition; Top-down; Zooplankton; Differential equation model,,,""
rayyan-208107038,Functioning of the Lake Rusalka ecosystem in Poznan (western Poland),2010,9,,OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES,1730-413X,39,3,65-80,"Goldyn, Ryszard and Podsiadlowski, Stanislaw and Kowalczewska-Madura, Katarzyna and Dondajewska, Renata and Szelag-Wasielewska, Elzbieta and Budzynska, Agnieszka and Domek, Piotr and Romanowicz-Brzozowska, Wanda",,English,UNIV GDANSK,"INST OCEANOGRAPHY,  UL MARSZALKA PILSUDSKIEGO 46, GDYNIA, 81-378, POLAND",,"",10.2478/v10009-010-0040-6,"",,,""
rayyan-208107039,Dynamics of auto- and heterotrophic picoplankton and associated viruses in Lake Geneva,2014,,,HYDROLOGY AND EARTH SYSTEM SCIENCES,1027-5606,18,3,1073-1087,"Parvathi, A. and Zhong, X. and Ram, A. S. Pradeep and Jacquet, S.",,English,COPERNICUS GESELLSCHAFT MBH,"BAHNHOFSALLEE 1E, GOTTINGEN, 37081, GERMANY",,"",10.5194/hess-18-1073-2014,"",,,""
rayyan-208107042,Prey size diversity hinders biomass trophic transfer and predator size diversity promotes it in planktonic communities,2016,2,,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8452,283,1824,,"Garcia-Comas, Carmen and Sastri, Akash R. and Ye, Lin and Chang, Chun-Yi and Lin, Fan-Sian and Su, Min-Sian and Gong, Gwo-Ching and Hsieh, Chih-Hao",,English,ROYAL SOC,"6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND",,"",10.1098/rspb.2015.2129,size diversity; biodiversity-ecosystem functioning; trophic transfer efficiency; functional diver...,,,""
rayyan-208107044,Population asynchrony within and between trophic levels have contrasting effects on consumer community stability in a subtropical lake,2024,10,,JOURNAL OF ANIMAL ECOLOGY,0021-8790,93,10,1593-1605,"Rao, Xiao and Chen, Jun and Wang, Shaopeng and Su, Haojie and Rao, Qingyang and Xia, Wulai and Liu, Jiarui and Fan, Xiaoyue and Deng, Xuwei and Shen, Hong and Xie, Ping",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/1365-2656.14176,community stability; population asynchrony; population stability; species diversity; trophic comm...,,,""
rayyan-208107046,P Optimizing the complexity of phytoplankton functional group modeling: An allometric approach,2016,1,,ECOLOGICAL INFORMATICS,1574-9541,31,,1-17,"Shimoda, Yuko and Rao, Yerubandi R. and Watson, Sue and Arhonditsis, George B.",,English,ELSEVIER SCIENCE BV,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",,"",10.1016/j.ecoinf.2015.11.001,Complex mathematical models; Resource competition; Allometric theory; Phytoplankton functional gr...,,,""
rayyan-208107052,Pigment composition and size distribution of phytoplankton in a confined Mediterranean salt marsh ecosystem,2006,9,,MARINE BIOLOGY,0025-3162,149,6,1313-1324,"Lopez-Flores, Rocio and Boix, Dani and Badosa, Anna and Brucet, Sandra and Quintana, Xavier D.",,English,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",,"",10.1007/s00227-006-0273-9,"",,,""
rayyan-208107057,Elevated temperature mitigates the prolonged effect of high nitrogen on Microcystis aeruginosa removal through mixotrophic Ochromonas gloeopara grazing,2022,5,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,820,,,"Wei, Junjun and Li, Xianxian and Xu, Xiaoqing and Xu, Wenjie and Chen, Yitong and Zhang, Lu and Yang, Zhou and Huang, Yuan",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.scitotenv.2022.153267,Elevated temperature; Microcystis; Nitrogen availability; Ochromonas; Population dynamics,,,""
rayyan-208107058,Phytoplankton community ecology: principles applied in San Francisco Bay,2005,,,MARINE ECOLOGY PROGRESS SERIES,0171-8630,285,,11-28,"Cloern, JE and Dufford, R",,English,INTER-RESEARCH,"NORDBUNTE 23, D-21385 OLDENDORF LUHE, GERMANY",,"",10.3354/meps285011,phytoplankton; community ecology; ecosystem functions; aquatic ecosystems; food webs; biological ...,,,""
rayyan-208107060,Grazer-Induced Chemical Defense in a Microcystin-Producing Microcystis aeruginosa (Cyanobacteria) Exposed to Daphnia gessneri Infochemicals,2021,11,,JOURNAL OF CHEMICAL ECOLOGY,0098-0331,47,10,847-858,"Vilar, Mauro Cesar Palmeira and da Costa Pena Rodrigues, Thiago Ferreira and da Silva Ferrao-Filho, Aloysio and de Oliveira e Azevedo, Sandra Maria Feliciano",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",,"",10.1007/s10886-021-01315-5,Zooplankton; Kairomone; Microcystins; Cyanobacteria; Predator-prey,,,""
rayyan-208107061,"Modelling the impact of zooplankton grazing on phytoplankton biomass during a dinoflagellate bloom in the Swan River Estuary, Western Australia",2001,1,,ECOLOGICAL ENGINEERING,0925-8574,16,3,373-394,"Griffin, SL and Herzfeld, M and Hamilton, DP",,English,ELSEVIER SCIENCE BV,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",,"International Symposium on Ecology and Engineering, FREMANTLE, AUSTRALIA, NOV 10-12, 1997",10.1016/S0925-8574(00)00122-1,ecosystem model; zooplankton grazing; phytoplankton biomass; top-down control,,,Griffin et al 2001.pdf
rayyan-208107062,Microbial community structure and function in the Levantine Basin of the eastern Mediterranean,2007,10,,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,0967-0637,54,10,1721-1743,"Tanaka, Tsuneo and Zohary, Tamar and Krom, Michael D. and Law, Cliff S. and Pitta, Paraskevi and Psarra, Stella and Rassoulzadegan, Fereidoun and Thingstad, T. Frede and Tselepides, Anastasios and Woodward, E. Malcolm S. and Flaten, Gro Anita Fonnes and Skjoldal, Evy Foss and Zodiatis, George",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.dsr.2007.06.008,microbial food web; oligotrophic system; Cyprus warm-core eddy; mesopelagic layer; bathypelagic l...,,,Tanaka et al 2007.pdf
rayyan-208107064,Experimental study of the zooplankton impact on the trophic structure of phytoplankton and the microbial assemblages in a temperate wetland (Argentina),2007,1,,LIMNOLOGICA,0075-9511,37,1,88-99,"Sinistro, Rodrigo and Laura Sanchez, Maria and Cristina Marinone, Maria and Izaguirre, Irina",,English,"ELSEVIER GMBH, URBAN \& FISCHER VERLAG","OFFICE JENA, P O BOX 100537, 07705 JENA, GERMANY",,"3rd Argentinean Congress on Limnology, Chascomus, ARGENTINA, NOV, 2005",10.1016/j.limno.2006.09.001,zooplankton; phytoplankton; microbial communities; top-down control; wetlands; trophic cascade,,,""
rayyan-208107066,Environmentally induced functional shifts in phytoplankton and their potential consequences for ecosystem functioning,2022,4,,GLOBAL CHANGE BIOLOGY,1354-1013,28,8,2804-2819,"Di Pane, Julien and Wiltshire, Karen Helen and McLean, Matthew and Boersma, Maarten and Meunier, Cedric Leo",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/gcb.16098,climate change; de-eutrophication; diatoms; dinoflagellates; functional traits; Helgoland Roads t...,,,""
rayyan-208107067,Molecular quantification of differential ingestion and particle trapping rates by the appendicularian Oikopleura dioica as a function of prey size and shape,2007,1,,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,52,1,416-427,"Troedsson, Christofer and Frischer, Marc E. and Nejstgaard, Jens C. and Thompson, Eric M.",,English,WILEY-BLACKWELL,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.4319/lo.2007.52.1.0416,"",,,Troedsson et al 2007.pdf
rayyan-208107069,The role of predation and pesticides in shaping phytoplankton dynamics in a short microcosms experiment,2024,12,,ECOTOXICOLOGY,0963-9292,33,10,1161-1170,"Zaky, Suzie Kuyet and Gutierrez, Maria Florencia and Frau, Diego",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",,"",10.1007/s10646-024-02805-4,Predators; Atrazine; Phytoplankton; Zooplankton; Microcosms experiment,,,""
rayyan-208107071,"Diel Feeding Rhythm and Grazing Selectivity of Small-Sized Copepods in a Subtropical Embayment, the Northern South China Sea",2021,6,,FRONTIERS IN MARINE SCIENCE,,8,,,"He, Xuejia and Wang, Ziyu and Bai, Ziqing and Han, Liuyu and Chen, Mianrun",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fmars.2021.658664,Daya Bay; small copepod; diel feeding rhythm; grazing selectivity; gut pigment; diel vertical mig...,,,""
rayyan-208107072,Plankton stress responses from PAH exposure and nutrient enrichment,2008,,,MARINE ECOLOGY PROGRESS SERIES,0171-8630,363,,121-130,"Hjorth, M. and Forbes, V. E. and Dahlloef, I.",,English,INTER-RESEARCH,"NORDBUNTE 23, D-21385 OLDENDORF LUHE, GERMANY",,"",10.3354/meps07470,plankton; PAH; food web; stress; function; nutrient status; marine; mesocosm,,,""
rayyan-208107073,Defining and restoring biological integrity in wilderness lakes,1998,2,,ECOLOGICAL APPLICATIONS,1051-0761,8,1,71-87,"Harig, AL and Bain, MB",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1890/1051-0761(1998)008{[}0071:DARBIW]2.0.CO;2,Adirondack mountains;New York;USA; biological integrity; defining and restoring; fish-community manipulation; indicators of bio...,,,""
rayyan-208107077,Light as a driver of phytoplankton growth and production in the freshwater tidal zone of a turbid estuary,2011,3,,ESTUARINE COASTAL AND SHELF SCIENCE,0272-7714,91,4,526-535,"Domingues, Rita B. and Anselmo, Tania P. and Barbosa, Ana B. and Sommer, Ulrich and Galvao, Helena M.",,English,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",,"",10.1016/j.ecss.2010.12.008,phytoplankton; light limitation; primary production; photosynthetic parameters; Guadiana estuary,,,""
rayyan-208107078,Controls and characteristics of biomass quantization in size-structured planktonic ecosystem models,2022,6,,ECOLOGICAL MODELLING,0304-3800,468,,,"Moscoso, Jordyn E. and Bianchi, Daniele and Stewart, Andrew L.",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.ecolmodel.2022.109907,Marine phytoplankton; Marine zooplankton; Size spectra,,,""
rayyan-208107079,Relationship between Abundance and Specific Activity of Bacterioplankton in Open Ocean Surface Waters,2013,1,,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,0099-2240,79,1,177-184,"Hunt, Dana E. and Lin, Yajuan and Church, Matthew J. and Karl, David M. and Tringe, Susannah G. and Izzo, Lisa K. and Johnson, Zackary I.",,English,AMER SOC MICROBIOLOGY,"1752 N ST NW, WASHINGTON, DC 20036-2904 USA",,"",10.1128/AEM.02155-12,"",,,""
rayyan-208107080,The Implications of Eco-Evolutionary Processes for the Emergence of Marine Plankton Community Biogeography,2017,7,,AMERICAN NATURALIST,0003-0147,190,1,116-130,"Sauterey, Boris and Ward, Ben and Rault, Jonathan and Bowler, Chris and Claessen, David",,English,UNIV CHICAGO PRESS,"1427 E 60TH ST, CHICAGO, IL 60637-2954 USA",,"",10.1086/692067,plankton biogeography; adaptive dynamics; predator-prey coevolution; evolutionary branching; food...,,,""
rayyan-208107083,Responses of phytoplankton communities to the effect of internal wave-powered upwelling,2021,4,,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,66,4,1083-1098,"Ma, Lingqi and Xiao, Wupeng and Laws, Edward A. and Bai, Xiaolin and Chiang, Kuo-Ping and Liu, Xin and Chen, Jixin and Huang, Bangqin",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1002/lno.11666,"",,,""
rayyan-208107085,Impact of Spatial Variability in Zooplankton Grazing Rates on Carbon Export Flux,2024,6,,GLOBAL BIOGEOCHEMICAL CYCLES,0886-6236,38,6,,"Meyjes, S. A. and Petrik, C. M. and Rohr, T. and Cael, B. B. and Mashayek, A.",,English,AMER GEOPHYSICAL UNION,"2000 FLORIDA AVE NW, WASHINGTON, DC 20009 USA",,"",10.1029/2023GB008085,"",,,""
rayyan-208107087,Direct and indirect effects of an invasive planktonic predator on pelagic food webs,2011,1,,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,56,1,179-192,"Strecker, Angela L. and Beisner, Beatrix E. and Arnott, Shelley E. and Paterson, Andrew M. and Winter, Jennifer G. and Johannsson, Ora E. and Yan, Norman D.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.4319/lo.2011.56.1.0179,"",,,""
rayyan-208107089,Parasitic Eukaryotes in a Meso-Eutrophic Coastal System with Marked Phaeocystis globosa Blooms,2017,,,FRONTIERS IN MARINE SCIENCE,,4,,,"Christaki, Urania and Genitsaris, Savvas and Monchy, Sebastien and Li, Luen L. and Rachik, Sara and Breton, Elsa and Sime-Ngando, Telesphore",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fmars.2017.00416,unicellular eukaryotes; 18S rRNA gene; Phaeocystis; MALV; coastal waters; network; local similari...,,,""
rayyan-208107104,Phytoplankton assemblages in lateral lagoons of a large tropical reservoir,2013,2,,BRAZILIAN JOURNAL OF BIOLOGY,1519-6984,73,1,163-171,"Ferrareze, M. and Nogueira, M. G.",,English,INT INST ECOLOGY,"RUA BENTO CARLOS, 750 - CENTRO, SAO CARLOS, SP 00000, BRAZIL",,"",10.1590/S1519-69842013000100017,Paranapanema River; Rosana Reservoir; Cryptophyceae; Chlorophyceae; Bacillaryophyceae,,,""
rayyan-208107105,Intraspecific trait variation modulates the temperature effect on elemental quotas and stoichiometry in marine Synechococcus,2024,3,,PLOS ONE,1932-6203,19,3,,"Harcourt, Renne and Garcia, Nathan S. and Martiny, Adam C.",,English,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",,"",10.1371/journal.pone.0292337,"",,,""
rayyan-208107107,Trait convergence and trait divergence in lake phytoplankton reflect community assembly rules,2020,11,,SCIENTIFIC REPORTS,2045-2322,10,1,,"Borics, Gabor and B-Beres, Viktoria and Bacsi, Istvan and Lukacs, Balazs A. and T-Krasznai, E. and Botta-Dukat, Zoltan and Varbiro, Gabor",,English,NATURE PORTFOLIO,"HEIDELBERGER PLATZ 3, BERLIN, 14197, GERMANY",,"",10.1038/s41598-020-76645-7,"",,,""
rayyan-208107111,Copepods act as omnivores in a (sub)tropical reservoir: implication for the top-down effect on phytoplankton,2018,,,JOURNAL OF LIMNOLOGY,1129-5767,77,2,316-329,"Lin, Qiuqi and Peng, Liang and Yang, Yang and Han, Bo-Ping",,English,PAGEPRESS PUBL,"MEDITGROUP, VIA G BELLI, 4, PAVIA, 27100, ITALY",,"",10.4081/jlimnol.2018.1748,Cascading effect; copepods; omnivory; allochthony; phytoplankton,,,""
rayyan-208107112,Towards a trait-based understanding of Symbiodiniaceae nutrient acquisition strategies,2021,4,,CORAL REEFS,0722-4028,40,2,625-639,"Wong, Jane C. Y. and Enriquez, Susana and Baker, David M.",,English,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",,"",10.1007/s00338-020-02034-1,Symbiodiniaceae; Nitrogen acquisition strategy; Functional diversity; Traits; Cell size; Allometry,,,""
rayyan-208107113,Extreme Levels of Ocean Acidification Restructure the Plankton Community and Biogeochemistry of a Temperate Coastal Ecosystem: A Mesocosm Study,2021,1,,FRONTIERS IN MARINE SCIENCE,,7,,,"Spisla, Carsten and Taucher, Jan and Bach, Lennart T. and Haunost, Mathias and Boxhammer, Tim and King, Andrew L. and Jenkins, Bettany D. and Wallace, Joselynn R. and Ludwig, Andrea and Meyer, Jana and Stange, Paul and Minutolo, Fabrizio and Lohbeck, Kai T. and Nauendorf, Alice and Kalter, Verena and Lischka, Silke and Sswat, Michael and Doerner, Isabel and Ismar-Rebitz, Stefanie M. H. and Aberle, Nicole and Yong, Jaw C. and Bouquet, Jean-Marie and Lechtenboerger, Anna K. and Kohnert, Peter and Krudewig, Michael and Riebesell, Ulf",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fmars.2020.611157,climate change; ocean acidification; plankton ecology; biogeochemistry; coastal ecosystem; mesocosm,,,""
rayyan-208107118,The commonality of core biological groups across freshwater food webs,2021,4,,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,66,4,1459-1474,"Lansac-Toha, Fernando Miranda and Quirino, Barbara Angelio and Souza, Yasmin Rodrigues and Lansac-Toha, Fabio Amodeo and Velho, Luiz Felipe Machado and Baumgartner, Matheus Tenorio",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1002/lno.11697,"",,,""
rayyan-208107119,Aurelia aurita Ephyrae Reshape a Coastal Microbial Community,2016,5,,FRONTIERS IN MICROBIOLOGY,1664-302X,7,,,"Zoccarato, Luca and Celussi, Mauro and Pallavicini, Alberto and Umani, Serena Fonda",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fmicb.2016.00749,Aurelia aurita; ephyrae; microplankton; protists; prokaryotes; next-generation sequencing; commun...,,,""
rayyan-208107122,Factors shaping community patterns of protists and bacteria on a European scale,2020,6,,ENVIRONMENTAL MICROBIOLOGY,1462-2912,22,6,2243-2260,"Bock, Christina and Jensen, Manfred and Forster, Dominik and Marks, Sabina and Nuy, Julia and Psenner, Roland and Beisser, Daniela and Boenigk, Jens",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/1462-2920.14992,"",,,""
rayyan-208107128,Diatoms Are Selective Segregators in Global Ocean Planktonic Communities,2020,1,,MSYSTEMS,2379-5077,5,1,,"Vincent, Flora and Bowler, Chris",,English,AMER SOC MICROBIOLOGY,"1752 N ST NW, WASHINGTON, DC 20036-2904 USA",,"",10.1128/mSystems.00444-19,cooccurrence networks; environmental microbiology; marine microbiology; phytoplankton; protists,,,""
rayyan-208107136,"Physical and biological control of protistan community composition, distribution and abundance in the seasonal ice zone of the Southern Ocean between 30 and 80°E",2010,5,,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,0967-0645,57,9,828-848,"Davidson, Andrew T. and Scott, Fiona J. and Nash, Geraldine V. and Wright, Simon W. and Raymond, Ben",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.dsr2.2009.02.011,BROKE-West; Marine protist; Phytoplankton; Microzooplankton; Species composition; Abundance; Grazing,,,Davidson et al 2010.pdf
rayyan-208107148,"The impact of metazooplankton on the structure of the microbial food web in a shallow, hypertrophic lake",2000,6,,JOURNAL OF PLANKTON RESEARCH,0142-7873,22,6,1047-1070,"Jürgens, K and Jeppesen, E",,English,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",,"",10.1093/plankt/22.6.1047,"",,,Jurgens and Jeppesen 2000.pdf
rayyan-208107150,Development of a coupled physical-biological ecosystem model ECOSMO - Part I: Model description and validation for the North Sea,2006,6,,JOURNAL OF MARINE SYSTEMS,0924-7963,61,1,79-99,"Schrum, Corinna and Alekseeva, Irina and St. John, Mike",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.jmarsys.2006.01.005,North Sea; primary production; secondary production; 3-D ecosystem modeling; fronts; bottom-up co...,,,Schrum et al 2006.pdf
rayyan-208107151,Large daphniids are keystone species that link fish predation and phytoplankton in trophic cascades,2021,2,,FUNDAMENTAL AND APPLIED LIMNOLOGY,1863-9135,194,4,297-309,"Ogorelec, Ziga and Wunsch, Carsten and Kunzmann, Alessandra Janina and Octorina, Pelita and Navarro, Jana Isanta",,English,E SCHWEIZERBARTSCHE VERLAGSBUCHHANDLUNG,"NAEGELE U OBERMILLER, SCIENCE PUBLISHERS, JOHANNESSTRASSE 3A, D 70176 STUTTGART, GERMANY",,"",10.1127/fal/2020/1344,Cladocera; Daphnia; food chain; ecosystem dynamics; oligotrophic lake; pelagic; trophic cascading,,,Ogorelec et al 2021.pdf
rayyan-208107152,"Analysis of plankton size spectra irregularities in two subtropical shallow lakes (Esteros del Ibera, Argentina)",2003,4,,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,0706-652X,60,4,411-420,"Cózar, A and García, CM and Gálvez, JA",,English,NATL RESEARCH COUNCIL CANADA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA, ONTARIO K1A 0R6, CANADA",,"",10.1139/F03-037,"",,,Cozar et al 2003.pdf
rayyan-208107156,Nutrient enrichment alters phytoplankton biomass and composition via silicon limitation,2024,3,,FRONTIERS IN MARINE SCIENCE,,11,,,"Makareviciute-Fichtner, Kriste and Matthiessen, Birte and Lotze, Heike K. and Sommer, Ulrich",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fmars.2024.1289768,plankton; Si:N; nutrient ratios; diatoms; copepods; stoichiometry,,,Makareviciute-Fichtner et al 2024.pdf
rayyan-208107159,"Do microbial planktonic communities reflect the ecological changes of Glorieuses coral reefs (Iles Eparses, Western Indian Ocean)?",2022,1,,MARINE POLLUTION BULLETIN,0025-326X,174,,,"Bouvy, Marc and Belieres, Alice and Carre, Claire and Got, Patrice and Pagano, Marc and Agogue, Helene and Bec, Beatrice and Roques, Cecile and Bigot, Lionel and Chabanet, Pascale and Dupuy, Christine",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2021.113218,Plankton; Microorganisms; Ecological changes; Cyclone; Pristine ecosystem; Indian Ocean,,,Bouvy et al 2022.pdf
rayyan-208107163,"Regulation of dinoflagellate populations: Relative importance of grazing, resource limitation, and recruitment from sediments",1996,6,,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,0706-652X,53,6,1409-1417,"Sanderson, BL and Frost, TM",,English,NATL RESEARCH COUNCIL CANADA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",,"",10.1139/cjfas-53-6-1409,"",,,Sanderson and Frost 1996.pdf
rayyan-208107165,The ``Neglected Viruses{''} of Taihu: Abundant Transcripts for Viruses Infecting Eukaryotes and Their Potential Role in Phytoplankton Succession,2020,3,,FRONTIERS IN MICROBIOLOGY,,11,,,"Pound, Helena L. and Gann, Eric R. and Tang, Xiangming and Krausfeldt, Lauren E. and Huff, Matthew and Staton, Margaret E. and Talmy, David and Wilhelm, Steven W.",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fmicb.2020.00338,ssRNA; Marnaviridae; metatranscriptomic; harmful algal bloom; top-down; kill-the-winner,,,Pound et al 2020.pdf
rayyan-208107167,The effects of predation by planktivorous juvenile fish on the microbial food web,2014,4,,EUROPEAN JOURNAL OF PROTISTOLOGY,0932-4739,50,2,109-121,"Karus, Katrit and Paaver, Tiit and Agasild, Helen and Zingel, Priit",,English,"ELSEVIER GMBH, URBAN \& FISCHER VERLAG","OFFICE JENA, P O BOX 100537, 07705 JENA, GERMANY",,"",10.1016/j.ejop.2014.01.006,Bacteria; Ciliates; Heterotrophic nanofiagellates; Microbial loop; Planktivorous fish; Predation;...,,,""
rayyan-208107168,Isotopic and biochemical trophic markers reveal the complexity of interactions at the base of pelagic food webs (Mediterranean sea),2023,9,,MARINE ENVIRONMENTAL RESEARCH,0141-1136,190,,,"Chen, Chia-Ting and Carlotti, Francois and Harmelin-Vivien, Mireille and Letourneur, Yves and Savoye, Nicolas and Guillou, Gael and Lebreton, Benoit and Tesan-Onrubia, Javier A. and Barani, Aude and Cornet, Veronique and Guilloux, Loic and Esposito, Anais and Re, Christian and Banaru, Daniela",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.marenvres.2023.106123,Small pelagic fish; Plankton; Carbon and nitrogen isotopic compositions; Biochemical composition;...,,,Chen et al 2023 Full Text.pdf
rayyan-208107170,California Coastal Upwelling Onset Variability: Cross-Shore and Bottom-Up Propagation in the Planktonic Ecosystem,2013,5,,PLOS ONE,1932-6203,8,5,,"Chenillat, Fanny and Riviere, Pascal and Capet, Xavier and Franks, Peter J. S. and Blanke, Bruno",,English,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",,"",10.1371/journal.pone.0062281,"",,,""
